Original File name,Location,Suppliers Reference,Title,Description,Year,Creator,Keywords,caption,image_id,IMAGE LINK
8041.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/2/50,Saqlawiyah Canal,"View of the Saqlawiyah Canal with a group of local men sitting by sacks piled next to an empty barge. From a section of the album featuring images taken during the Mesopotamian campaign in WW1.

Original manuscript caption: Sakahliwiah Canal",1917,,Iraq,Saqlawiyah Canal,121317,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=121317&width=300&format=jpeg
2001-243-1-1-3-8.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/8,Palace of Kapurthala - grand dining room,"Postcard from the Palace of Kapurthala, showing the grand dining room. According to Winthrop's diary he was in Kapurthala in February 1920 but may have made other visits.

Printed caption: PALAIS KAPURTHALA - La Grande Salle a manger
Appay, Paris",c. 1920,,India,Palace of Kapurthala - grand dining room,215192,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215192&width=300&format=jpeg
2001-243-1-1-3-11.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/11,"Cast photograph of ""Miss Hook of Holland""","Cast photograph of ""Miss Hook of Holland"", performed by the Lahore Amateur Dramatic Club 29 Jan - 2 Feb 1920.",Jan-20,,"Pakistan
India","Cast photograph of ""Miss Hook of Holland""",215195,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215195&width=300&format=jpeg
2001-243-1-1-3-17.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/17,"Government House, Lahore","Front elevation of Government House.

Original manuscript caption: GOVERNMENT HOUSE Lahore 1920",1920,,"Pakistan
India","Government House, Lahore",215196,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215196&width=300&format=jpeg
2001-243-1-1-3-18.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/18,"Sunehri Mosque, Lahore","View down a street towards the Sunehri Masjid, or Golden Mosque, Lahore.

Original manuscript caption: SONNERI MOSQUE, Lahore City 1920",1920,,"Pakistan
India","Sunehri Mosque, Lahore",215197,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215197&width=300&format=jpeg
2001-243-1-1-3-19.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/19,"Government House Gardens, Lahore","View in the gardens of Government House, the building itself visible through the trees.

Original manuscript caption: GOVERNMENT HOUSE, LAHORE 1920",1920,,"Pakistan
India","Government House Gardens, Lahore",215198,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215198&width=300&format=jpeg
7971.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/13,The Harimandir Sahib at Amritsar,"View of the Harimandir Sahib, or Golden Temple, the most sacred Gurdwara in all of Sikhism. 

Original manuscript caption:  GOLDEN TEMPLE AMRITSAR",1920,,India,The Harimandir Sahib at Amritsar,114804,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114804&width=300&format=jpeg
7970.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/14,The Harimandir Sahib at Amritsar,"View of the Harimandir Sahib, or Golden Temple, the most sacred Gurdwara in all of Sikhism. 

Original manuscript caption:  GOLDEN TEMPLE AMRITSAR",1920,,India,The Harimandir Sahib at Amritsar,114803,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114803&width=300&format=jpeg
7969.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/15,The Harimandir Sahib at Amritsar,"A walkway leads over a pool to the Harimandir Sahib, or Golden Temple of Amritsar. 

Original manuscript caption:  GOLDEN TEMPLE AMRITSAR",1920,,India,The Harimandir Sahib at Amritsar,114805,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114805&width=300&format=jpeg
7974.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/22,Europeans take an elephant ride,"A group of smiling Europeans sit in a howdah on the back of an elephant as they prepare for a ride. The elephant's mahout  sits on its shoulders, ankusha in hand. 

Original manuscript caption: LAHORE  3/4/20",03-Apr-20,,"Pakistan
India",Europeans take an elephant ride,119742,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119742&width=300&format=jpeg
7975.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/23,Europeans take an elephant ride,"A group of smiling Europeans sit in a howdah on the back of an elephant as they prepare for a ride. The elephant's mahout sits on its shoulders, ankusha in hand. 

Original manuscript caption: LAHORE 3/4/20",03-Apr-20,,"Pakistan
India",Europeans take an elephant ride,119743,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119743&width=300&format=jpeg
7976.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/24,Europeans take an elephant ride,"A group of European people pose for a photograph in front of an elephant saddled with a howdah, shortly before embarking on an elephant ride. The elephant's mahout sits on its shoulders, ankusha in hand. 

Original manuscript caption: LAHORE 3/4/20
H.E.W., Eila Cameron, Cartwright, Dorothy James, Salisbury",03-Apr-20,,"Pakistan
India",Europeans take an elephant ride,119744,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119744&width=300&format=jpeg
7977.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/25,"The Shalimar Gardens, Lahore","View across a rectangular marble pool and Mughal-style summer pavilions at the Shalimar Gardens in Lahore.

Original manuscript caption: Shalimar Gardens, Lahore 1920",1920,,"Pakistan
India","The Shalimar Gardens, Lahore",114562,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114562&width=300&format=jpeg
2001-243-1-1-3-26.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/26,"Sessions House, Palampur","Exterior view of Sessions House, Palampur, where Winthrop stayed en route for Suket in March 1920.

Original manuscript caption: SESSIONS HOUSE PALAMPUR, 28/3/20",28-Mar-20,,India,"Sessions House, Palampur",215200,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215200&width=300&format=jpeg
7978.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/27,"Crowds at a chowk in Mandi, India","A crowd of people line up outside a row of shops with awnings at a chowk (road junction) in Mandi (Himachal Pradesh). They appear to be waiting for some sort of parade as the street has been totally cleared. According to Winthrop's diary he was in Mandi on that date for an Investiture with the Lieutenant Governor.

Original manuscript caption: MANDI CHOWK  31/3/20",31-Mar-20,,India,"Crowds at a chowk in Mandi, India",120159,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120159&width=300&format=jpeg
2001-243-1-1-3-28.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/28,"Guard of Honour, Mandi","Guard of Honour in Mandi, where Winthrop and Lieutenant Governor Maclagan stopped en route to and from Suket where they attended the installation of the Raja.

Original manuscript caption: GUARD of HONOUR, MANDI STATE",31-Mar-20,,India,"Guard of Honour, Mandi",215201,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215201&width=300&format=jpeg
7979.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/29,"Victoria Bridge in Mandi, India","View of Victoria Bridge over the Beas River at Mandi. The suspension bridge was built by Raja Bijai Sen and the colonial British government in 1877. 

Original manuscript caption: MANDI BRIDGE",1920,,India,"Victoria Bridge in Mandi, India",114161,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114161&width=300&format=jpeg
7980.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/30,"Victoria Bridge in Mandi, India","View of Victoria Bridge over the Beas River at Mandi. The suspension bridge was built by Raja Bijai Sen and the colonial British government in 1877. 

Original manuscript caption: MANDI BRIDGE",1920,,India,"Victoria Bridge in Mandi, India",114162,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114162&width=300&format=jpeg
7981.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/31,"The Palace, Mandi","View down a driveway, looking towards the rear of a large, palatial residence, where Winthrop travelled for an Investiture and State Banquet.

Original manuscript caption: THE PALACE MANDI",1920,,India,"The Palace, Mandi",116648,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=116648&width=300&format=jpeg
2001-243-1-1-3-32.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/32,"Marquee tents, Suket","View of marquee style tents in Suket, presumably set up for the Raja's investiture overseen by Lieutenant Governor Maclagan.

Original manuscript caption: SUKET",Mar-20,,India,"Marquee tents, Suket",215202,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215202&width=300&format=jpeg
7982.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/33,"Victoria Bridge in Mandi, India","View of Victoria Bridge over the Beas River at Mandi. The suspension bridge was built by Raja Bijai Sen and the colonial British government in 1877. 

Original manuscript caption: MANDI BRIDGE",1920,,India,"Victoria Bridge in Mandi, India",114163,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=114163&width=300&format=jpeg
2001-243-1-1-3-34.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/34,"Marquee tents, Suket","View of marquee style tents in Suket, presumably set up for the Raja's investiture overseen by Lieutenant Governor Maclagan.

Original manuscript caption: SUKET",Mar-20,,India,"Marquee tents, Suket",215203,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215203&width=300&format=jpeg
2001-243-1-1-3-35.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/35,"The Rest House, Suket","View of the gardens and side elevation of the Rest House, Suket.

Original manuscript caption: THE REST HOUSE SUKET",Mar-20,,India,"The Rest House, Suket",215204,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215204&width=300&format=jpeg
2001-243-1-1-3-36.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/36,"Durbar tent, Suket","Durbar tent erected for the investiture of the Raja of Suket by Lieutenant Governor Maclagan.

Original manuscript caption: THE DURBAR TENT, SUKET",Mar-20,,India,"Durbar tent, Suket",215205,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215205&width=300&format=jpeg
2001-243-1-1-3-37.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/37,Governor's departure from Suket,"The Raja of Suket stands next to one of the Mandi cars mentioned in Winthrop's diary. Lieutenant Governor Edward Maclagan is seated inside. The party were leaving Suket following the Raja's installation.

Original manuscript caption: DEPARTURE from SUKET",31-Mar-20,,India,Governor's departure from Suket,215206,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215206&width=300&format=jpeg
2001-243-1-1-3-39.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/39,River at Mahseer sanctuary,"View of the river and shallows at the Mahseet sanctuary, near Nurpur.

Original manuscript caption: THE SANCTUARY",1920,,India,River at Mahseer sanctuary,215208,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215208&width=300&format=jpeg
2001-243-1-1-3-41.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/41,Mahseer fish at the sanctuary,"Close up shot of mahseer fish, densely concentrated underwater at the sanctuary near Nurpur.

Original manuscript caption: THE SANCTUARY",1920,,India,Mahseer fish at the sanctuary,215210,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215210&width=300&format=jpeg
2001-243-1-1-3-42.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/42,Feeding the mahseer,"Mahseer fish being fed by hand at the sanctuary near Nurpur.

Original manuscript caption: FEEDING TIME",1920,,India,Feeding the mahseer,215211,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215211&width=300&format=jpeg
7983.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/43,Sir Edward Maclagan and the Raja of Suket,"Sir Edward Maclagan, Lieutenant Governor of the Punjab (centre), stands on a verandah in the company of several British officials and the Raja of Suket. Winthrop's diary describes the visit as comprising an Investiture and State Banquet.

Original manuscript caption:  SUKET   28/3 to 1/4 1920
H.E.W.  Parsons    H.H.  French   Burlton    Raja    Sandford    A.D.C.  Suket",28 March 1920 - 1 April 1920,,India,Sir Edward Maclagan and the Raja of Suket,115531,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115531&width=300&format=jpeg
2001-243-1-1-3-44.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/44,Cattle Fair,"Distant landscape view of a plain and hills with cattle grazing in the foreground. Presumably taken en route to or from Suket at the time of the Raja's investiture.

Original manuscript caption: Cattle Fair",1920,,India,Cattle Fair,215212,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215212&width=300&format=jpeg
2001-243-1-1-3-45.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/45,Investiture of the Raja of Suket,"A Guard of Honour stands to attention at the commencement of the investiture of the Raja of Suket. Crowds are assembled around the perimeter of the grassy area where the ceremony is taking place.

Original manuscript caption: Arrival at Investiture",30-Mar-20,,India,Investiture of the Raja of Suket,215213,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215213&width=300&format=jpeg
2001-243-1-1-3-46.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/46,"Bathing picnic, Abazai","Three European men relax in a boat on the river at Abazai, at a picnic described in Winthrop's diary.",11-Apr-20,,"Pakistan
India","Bathing picnic, Abazai",215214,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215214&width=300&format=jpeg
7984.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/47,"Swimming fun, Abazai","Three European men pose for a comical photograph after a swim, wearing only swimming trunks with towels wrapped around their shoulders. One man stands on a mooring post between his companions, holding their solatopi hats several inches above their heads. The ""bathing picnic"" is described in Winthrop's diary.",11-Apr-20,,"Pakistan
India","Swimming fun, Abazai",119216,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=119216&width=300&format=jpeg
2001-243-1-1-3-48.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/48,"River bathing, Abazai","View along the canal bank at Abazai, with several Europeans in shorts or bathing suits getting ready to swim. Winthrop's diary describes the ""bathing picnic"" in his diary, writing ""Had lunch with Guise and the Mohmand militia first and they motored us out.""

Original manuscript caption: ABAZAI
11/4/20",11-Apr-20,,"Pakistan
India","River bathing, Abazai",215215,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215215&width=300&format=jpeg
2001-243-1-1-3-49.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/49,"Canal bank, Abazai","View along the canal bank at Abazai, taken at a bathing picnic.

Original manuscript caption: ABAZAI
11/4/20",11-Apr-20,,"Pakistan
India","Canal bank, Abazai",215216,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215216&width=300&format=jpeg
2001-243-1-1-3-50.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/50,"Winthrop with friends, Abazai","Group shot of Winthrop with friends at a bathing picnic, Abazai. Most of the group are named underneath the photo.

Original manuscript caption: Bampton D.F. Mrs Lowe E.F. H.E.W. Guise
? C.O.H.",11-Apr-20,,"Pakistan
India","Winthrop with friends, Abazai",215217,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215217&width=300&format=jpeg
2001-243-1-1-3-51.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/51,"Canal bank picnic, Abazai","Group of friends having a picnic next to the canal at Abazai. Many are wearing pith helmets and there appears to be a servant waiting on them.

Original manuscript caption: ABAZAI
11/4/20",11-Apr-20,,"Pakistan
India","Canal bank picnic, Abazai",215218,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215218&width=300&format=jpeg
2001-243-1-1-3-52.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/52,"Clearing away the picnic, Abazai","Winthrop's group of friends clear up after their canal bank picnic.

Original manuscript caption: ABAZAI
11/4/20",11-Apr-20,,"Pakistan
India","Clearing away the picnic, Abazai",215219,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215219&width=300&format=jpeg
2001-243-1-1-3-53.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/53,"Winthrop's friend ""C.O.H.""","Full-length portrait of a European man captioned as ""C.O.H."" at the bathing picnic, Abazai.

Original manuscript caption: C.O.H.",11-Apr-20,,"Pakistan
India","Winthrop's friend ""C.O.H.""",215220,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215220&width=300&format=jpeg
2001-243-1-1-3-54.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/54,"Canal bank picnic, Abazai","Group shot of Winthrop's friends eating on the ground at their bathing picnic, Abazai. Two people in the foreground are named in the caption.

Original manuscript caption: D.F.    Almond",11-Apr-20,,"Pakistan
India","Canal bank picnic, Abazai",215221,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215221&width=300&format=jpeg
2001-243-1-1-3-55.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/55,"Bathing picnic, Abazai","View of Winthrop and friends standing next to a makeshift diving board on the canal at Abazai. The group are named in the caption.

Original manuscript caption: D.F. Guise H.E.W. Poynder E.F. C.O.H.",11-Apr-20,,"Pakistan
India","Bathing picnic, Abazai",215222,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215222&width=300&format=jpeg
2001-243-1-1-3-56.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/56,"Winthrop with Evelyn, Lahore Tennis Week","Image of Winthrop and his companion Evelyn in a black car nicknamed ""Susan."" Winthrop's diaries do not specifically refer to Lahore Tennis Week, but there are several tennis-related entries in February 1920, one of which, on the 25th, states ""Played with Evelyn in the tournament.""

Original manuscript caption: TENNIS WEEK, LAHORE 1920
""Susan"" H.E.W. Evelyn",1920,,"Pakistan
India","Winthrop with Evelyn, Lahore Tennis Week",215223,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215223&width=300&format=jpeg
2001-243-1-1-3-57.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/57,"Government House, Lahore","Front elevation of Government House, seen from the gardens.",1920,,"Pakistan
India","Government House, Lahore",215224,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215224&width=300&format=jpeg
2001-243-1-1-3-58.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/58,The Harimandir Sahib at Amritsar,"View across the water of the Harimandir Sahib, or Golden Temple, Amritsar. The trip was described in Winthrop's diary as ""very good show at the Golden Temple.""

Original manuscript caption: GOLDEN TEMPLE 26/2/20",26-Feb-20,,India,The Harimandir Sahib at Amritsar,215225,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215225&width=300&format=jpeg
7985.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/59,Sikh men at the Harimandir Sahib,"A group of Sikh men stand in front of an ornate archway at the entrance to the Harimandir Sahib, or Golden Temple.

Original manuscript caption:  GOLDEN TEMPLE 26/2/1920
Rur Singh",26-Feb-20,,India,Sikh men at the Harimandir Sahib,115566,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115566&width=300&format=jpeg
2001-243-1-1-3-60.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/60,The Harimandir Sahib seen across water,"View across the water of the Harimandir Sahib, or Golden Temple, Amritsar. The trip was described in Winthrop's diary as ""very good show at the Golden Temple.""

Original manuscript caption: GOLDEN TEMPLE 26/2/20",26-Feb-20,,India,The Harimandir Sahib seen across water,215226,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215226&width=300&format=jpeg
2001-243-1-1-3-61.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/61,"Government House, Lahore","View across the lawns of the side elevation of Government House.

Original manuscript caption: Government House",1920,,"Pakistan
India","Government House, Lahore",215227,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215227&width=300&format=jpeg
2001-243-1-1-3-62.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/62,Dorothy and Evelyn during Lahore Tennis Week,"Image of two European ladies, captioned as Dorothy and Evelyn, in a black car nicknamed ""Susan."" Winthrop's diaries do not specifically refer to Lahore Tennis Week, but there are several entries in late February 1920 which mention both tennis matches and time spent with Evelyn and Dorothy. 

Original manuscript caption: TENNIS WEEK, LAHORE 1920
""SUSAN"" Dorothy & Evelyn",1920,,"Pakistan
India",Dorothy and Evelyn during Lahore Tennis Week,215228,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215228&width=300&format=jpeg
7986.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/63,Chamba in the Himalayan Mountains,"View of the city of Chamba, nestled in the foothills of the Himalayan Mountains. Winthrop travelled here with the Lieutenant Governor for official visits including the installation of the Raja.

Original manuscript caption: CHAMBA   22-25/4/20",Apr-20,,India,Chamba in the Himalayan Mountains,120505,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=120505&width=300&format=jpeg
7987.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/64,"The Chaugan, Chamba","People mill about and relax on the wide, grassy Chaugan in the centre of Chamba. The Chaugan was created by the British as a public promenade and recreation ground to play sports such as cricket. Winthrop was here from the 22nd-25th April 1920 for the installation of the Raja by Governor Maclagan.

Original manuscript caption: THE CHAUGAN",Apr-20,,India,"The Chaugan, Chamba",115967,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=115967&width=300&format=jpeg
2001-243-1-1-3-65.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/65,Khajjiar,"View of a grassy open space at Khajjiar, where Winthrop and Maclagan stopped for lunch en route back from Chamba. Four Indian men are in the middle ground.

Original manuscript caption: KAJIAR 25/4/20",25-Apr-20,,India,Khajjiar,215229,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215229&width=300&format=jpeg
2001-243-1-1-3-66.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/66,"Lakshmi Narayan temples, Chamba","A group of Europeans in pith helmets look around the Lakshmi Narayan temples in Chamba. 

Original manuscript caption: THE TEMPLES",Apr-20,,India,"Lakshmi Narayan temples, Chamba",215230,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215230&width=300&format=jpeg
2001-243-1-1-3-67.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/67,"The Residency, Chamba","View of grassy open space in front of the Residency, Chamba.

Original manuscript caption: THE RESIDENCY",Apr-20,,India,"The Residency, Chamba",215231,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215231&width=300&format=jpeg
2001-243-1-1-3-68.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/68,"State Barracks, Chamba","View across an open grassy space to the State Forces Barracks, Chamba.

Original manuscript caption: STATE BARRACKS",Apr-20,,India,"State Barracks, Chamba",215232,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215232&width=300&format=jpeg
2001-243-1-1-3-69.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/69,"State band and troops, Chamba","View of the hills and buildings of Chamba in the distance, with the state band and troops massed for a parade on grassy open space in the foreground. The parade was presumably connected with the installation of the Raja.

Original manuscript caption: Chamba State Band & troops",Apr-20,,India,"State band and troops, Chamba",215233,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215233&width=300&format=jpeg
2001-243-1-1-3-70.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/70,Valley near Chamba,"View of a river and narrow road on the approach to Chamba.

Original manuscript caption: COMING INTO CHAMBA",Apr-20,,India,Valley near Chamba,215234,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215234&width=300&format=jpeg
2001-243-1-1-3-71.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/71,"The Palace, Chamba","View of the Akhand Chandi Palace, Chamba, with a grassy open space in the foreground. 

Original manuscript caption: THE PALACE",Apr-20,,India,"The Palace, Chamba",215235,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215235&width=300&format=jpeg
2001-243-1-1-3-73.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/73,View near Dalhousie,"View of a wooded valley with fir trees near Dalhousie, en route from Chamba to Lahore.

Original manuscript caption: THE WOODSHEDS",Apr-20,,India,View near Dalhousie,215237,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215237&width=300&format=jpeg
2001-243-1-1-3-74.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/74,View of hills near Dalhousie,"View of hills with fir trees in the foreground, taken en route from Chamba to Lahore following the Raja's installation.

Original manuscript caption: FROM DALHOUSIE",Apr-20,,India,View of hills near Dalhousie,215238,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215238&width=300&format=jpeg
2001-243-1-1-3-75.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/75,Hills near Dalhousie,"Portrait orientated shot across a wooded valley to hills, taken near Dalhousie on Winthrop's journey from Chamba to Lahore following the Raja's installation.",Apr-20,,India,Hills near Dalhousie,215239,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215239&width=300&format=jpeg
2001-243-1-1-3-78.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/78,"Arriving at the Durbar, Chamba","Indian and European VIP guests arrive at the Akhand Chandi Palace in Chamba for the Durbar, presumably the installation of the Raja by Lieutenant Governor Maclagan.

Original manuscript caption: Arriving at the Durbar",24-Apr-20,,India,"Arriving at the Durbar, Chamba",215242,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215242&width=300&format=jpeg
2001-243-1-1-3-79.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/79,"Royal visit at the Residency, Chamba","Party of European VIPs arrive on horseback and Indian soldiers form a guard of honour outside the Residency, Chamba.

Original manuscript caption: Leaving the Residency to visit the Raja",Apr-20,,India,"Royal visit at the Residency, Chamba",215243,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215243&width=300&format=jpeg
2001-243-1-1-3-80.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/80,"Royal visit at the Residency, Chamba","European VIPs on horseback and Indian soldiers form a guard of honour outside the Residency, Chamba. The Raja stands at the gate with Lieutenant Governor Maclagan.

Original manuscript caption: Seeing the Raja off after his visit",Apr-20,,India,"Royal visit at the Residency, Chamba",215244,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215244&width=300&format=jpeg
2001-243-1-1-3-81.tif,British Empire and Commonwealth Collections at Bristol Archives,2001/243/1/1/3/81,"The Durbar, Chamba","View inside the Akhand Chandi Palace, Chamba, with the Raja and Lieutenant Governor Maclagan seated on thrones in a packed room for the Raja's installation.

Original manuscript caption: The Durbar",24-Apr-20,,India,"The Durbar, Chamba",215246,http://museums.bristol.gov.uk/multimedia/entry.php?request=resource&irn=215246&width=300&format=jpeg
